Employer,Title,Salary,Location,Start Date
AXIAL NETWORKS INC (FORMERLY AXIAL MARKET),DATA SCIENTIST,"115,000","NEW YORK, NY",12/17/2014
MCGRAW-HILL GLOBAL EDUCATION LLC,DATA SCIENTIST,"115,000","BOSTON, MA",8/5/2015
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"115,000","SUNNYVALE, CA",8/11/2015
ZILLOW INC,DATA SCIENTIST,"115,000","SEATTLE, WA",8/23/2015
XAD INC,DATA SCIENTIST,"115,000","MOUNTAIN VIEW, CA",8/15/2015
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"115,000","SUNNYVALE, CA",8/26/2015
THE NEW YORK TIMES COMPANY,DATA SCIENTIST,"115,000","NEW YORK, NY",9/5/2015
GO DADDYCOM LLC,DATA SCIENTIST,"115,000","SUNNYVALE, CA",9/2/2015
BLUESTAR TECHNOLOGY SOLUTIONS LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",9/2/2015
AUDIBLE INC,DATA SCIENTIST,"115,000","NEWARK, NJ",9/12/2015
HONEST BUILDINGS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",4/13/2015
AUDIBLE INC,DATA SCIENTIST,"115,000","NEWARK, NJ",9/15/2015
DAVOCADO LLC,DATA SCIENTIST,"115,000","TACOMA, WA",9/12/2015
JPMORGAN CHASE & CO,DATA SCIENTIST,"115,000","NEW  YORK, NY",9/15/2015
GUMGUM INC,DATA SCIENTIST,"115,000","SANTA MONICA, CA",4/20/2015
ON DECK CAPITAL INC,DATA SCIENTIST,"115,000","NEW YORK, NY",5/1/2015
INTERCEPT INTERACTIVE INC,DATA SCIENTIST,"115,000","SAN FRANCISCO, CA",5/26/2015
RESOLVE TECH SOLUTIONS INC,DATA SCIENTIST,"115,000","ADDISON, TX",7/29/2015
MAPR TECHNOLOGIES INC,DATA SCIENTIST,"115,000","COLUMBUS, OH",8/10/2015
SKYTREE INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",12/15/2013
SIGNPOST INC,DATA SCIENTIST,"115,000","NEW YORK, NY",11/19/2013
LYFT INC,DATA SCIENTIST,"115,000","SAN FRANCISCO, CA",12/2/2013
AMERICAN EXPRESS TRS COMPANY INC,DATA SCIENTIST,"115,000","NEW YORK, NY",1/27/2014
PAYPAL INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",8/12/2014
URBAN COMPASS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",9/1/2014
SIGNPOST INC,DATA SCIENTIST,"115,000","NEW YORK, NY",6/27/2014
TIDEMARK SYSTEMS INC,DATA SCIENTIST,"115,000","REDWOOD CITY, CA",8/12/2014
PORCHCOM INC,DATA SCIENTIST,"115,000","SEATTLE, WA",11/1/2014
PAYPAL INC,DATA SCIENTIST,"115,000","SAN JOSE, CA",6/9/2015
ZULILY INC,DATA SCIENTIST,"115,000","SEATTLE, WA",8/5/2015
CYLANCE INC,DATA SCIENTIST (RESEARCH),"115,000","IRVINE, CA",9/9/2016
JPMORGAN CHASE & CO,DATA SCIENTIST - ASSOCIATE,"115,000","WILMINGTON, DE",10/30/2017
PAYPAL INC,DATA SCIENTIST 1,"115,000","SAN JOSE, CA",8/17/2015
EBAY INC,DATA SCIENTIST 2,"115,000","AUSTIN, TX",4/4/2016
YAHOO HOLDINGS,DATA SCIENTIST I,"115,000","CHAMPAIGN, IL",11/20/2017
ZURICH AMERICAN INSURANCE COMPANY,DATA SCIENTIST I,"115,000","SCHAUMBURG, IL",10/3/2016
INSURANCE SERVICES OFFICE INC,DATA SCIENTIST II,"115,000","BELLEVUE, WA",8/2/2018
ANADARKO PETROLEUM CORPORATION,DATA SCIENTIST II,"115,000","THE WOODLANDS, TX",9/8/2017
SYNCHRONOSS TECHNOLOGIES INC,DATA SCIENTIST II (15-1199.02),"115,000","RESTON, VA",11/19/2015
AVANT INC,"DATA SCIENTIST, ASSOCIATE","115,000","CHICAGO, IL",9/9/2016
RALLY HEALTH INC,"DATA SCIENTIST, MARKETING","115,000","SAN FRANCISCO, CA",9/4/2018
DSTILLERY INC,DATA SCIENTIST/QUANTITATIVE DEVELOPER,"115,000","NEW YORK, NY",2/16/2016
MEDIDATA SOLUTIONS INC,DATA SCIENTIST/STATISTICAL ANALYST,"115,000","NEW YORK, NY",9/1/2017
TEN-X LLC,ASSOCIATE DATA SCIENTIST,"115,000","SAN MATEO, CA",9/14/2018
TEN-X LLC,ASSOCIATE DATA SCIENTIST,"115,000","SAN MATEO, CA",8/10/2017
ZURICH AMERICAN INSURANCE COMPANY,ASSOCIATE DATA SCIENTIST,"115,000","SCHAUMBURG, IL",10/1/2015
CORECOMPETE INC,SENIOR DATA SCIENTIST,"115,000","NEW YORK, NY",9/10/2018
CORECOMPETE INC,SENIOR DATA SCIENTIST,"115,000","DURHAM, NC",2/12/2018
ANADARKO PETROLEUM CORPORATION,SENIOR DATA SCIENTIST,"115,000","THE WOODLANDS, TX",1/2/2018
SIRIUS XM RADIO INC,SENIOR DATA SCIENTIST,"115,000","IRVING, TX",12/12/2016
JANA MOBILE INC,SENIOR DATA SCIENTIST,"115,000","BOSTON, MA",9/2/2017
KOGENTIX INC,SENIOR DATA SCIENTIST,"115,000","SCHAUMBURG, IL",9/6/2017
MARKETSHARE PARTNERS LLC,SENIOR DATA SCIENTIST,"115,000","LOS ANGELES, CA",9/15/2017
GROUPON INC,SENIOR DATA SCIENTIST,"115,000","SEATTLE, WA",10/26/2015
KAPLAN INCD/B/A METIS,SENIOR DATA SCIENTIST,"115,000","NY, NY",10/16/2015
METIS D/B/A KAPLAN INC,SENIOR DATA SCIENTIST,"115,000","NY, NY",10/16/2015
SYNAPDX CORPORATION,SENIOR DATA SCIENTIST,"115,000","LEXINGTON, MA",3/17/2014
SENTRANA INC,SENIOR DATA SCIENTIST,"115,000","WASHINGTON, DC",11/1/2014
MAPLEBEAR INC,"SENIOR DATA SCIENTIST, LOGISTICS","115,000","SAN FRANCISCO, CA",7/9/2018
REGENERON PHARMACEUTICALS INC,"SENIOR DATA SCIENTIST, MEDICAL ANALYTICS","115,000","TARRYTOWN, NY",1/31/2018
ZYNGA INC,"SENIOR DATA SCIENTIST, SOCIAL CASINO","115,000","AUSTIN, TX",6/4/2018
INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,"115,000","BUFFALO GROVE, IL",4/2/2018
HOME DEPOT PRODUCT AUTHORITY LLC,SR. DATA SCIENTIST,"115,000","AUSTIN, TX",1/30/2017
AETNA RESOURCES LLC,SR. DATA SCIENTIST,"115,000","HARTFORD, CT",8/14/2017
THE NIELSEN COMPANY (US) LLC,LEAD DATA SCIENTIST,"115,000","NEW YORK, NY",12/23/2016
GENERAL ELECTRIC COMPANY,LEAD DATA SCIENTIST,"115,000","CHICAGO, IL",10/1/2016
APPLE INC,MACHINE LEARNING ENG,"115,000","CUPERTINO, CA",8/29/2017
FACTSET RESEARCH SYSTEMS INC,MACHINE LEARNING ENGINEER,"115,000","NEW YORK, NY",8/24/2017
THE CLIMATE CORPORATION,MACHINE LEARNING ENGINEER,"115,000","SAN FRANCISCO, CA",8/24/2017
MEETUP INC,MACHINE LEARNING ENGINEER,"115,000","NEW YORK, NY",9/10/2017
SPOTIFY USA INC,MACHINE LEARNING ENGINEER,"115,000","NEW YORK, NY",5/1/2017
APPLE INC,MACHINE LEARNING ENGINEER,"115,000","CUPERTINO, CA",7/3/2017
QEEXO CO,MACHINE LEARNING IMPLEMENTATION ENGINEER,"115,000","MOUNTAIN VIEW, CA",9/19/2017
CAPTRICITY INC,MACHINE LEARNING SOFTWARE ENGINEER,"115,000","OAKLAND, CA",9/2/2016
EHARMONY INC,MACHINE LEARNING SOFTWARE ENGINEER,"115,000","SANTA MONICA, CA",9/5/2015
LYTX INC,SENIOR DATA SCIENTIST,"114,982","SAN DIEGO, CA",8/25/2014
MICROSOFT CORPORATION,DATA SCIENTIST,"114,950","CAMBRIDGE, MA",9/30/2014
WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,"114,800","BENTONVILLE, AR",10/1/2018
PHYSICIANS MUTUAL INSURANCE COMPANY,DATA SCIENTIST,"114,754","OMAHA, NE",3/5/2018
PHYSICIANS MUTUAL INSURANCE COMPANY,DATA SCIENTIST,"114,754","OMAHA, NE",3/5/2018
AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"114,725","PHOENIX, AZ",4/3/2017
ABBOTT LABORATORIES,DATA SCIENTIST,"114,712","IRVING, TX",1/22/2018
APPLE INC,MACHINE LEARNING MGR,"114,650","CUPERTINO, CA",5/8/2016
ENTEFY INC,MACHINE LEARNING ENGINEER (PROGRAMMER),"114,629","PALO ALTO, CA",9/14/2016
FORD MOTOR COMPANY,MACHINE LEARNING FOR AUTONOMOUS VEHICLES RESEARCH ENGINEER,"114,608","PALO ALTO, CA",5/12/2017
ADVERTEX COMMUNICATIONS INC,DATA SCIENTIST,"114,600","NEW YORK, NY",2/4/2019
NATIONAL GRID USA SERVICE COMPANY INC,DATA SCIENTIST,"114,440","WALTHAM, MA",8/15/2018
UNIVERSAL SYSTEM TECHNOLOGIES INC,DATA SCIENTIST,"114,400","BINGHAM FARMS, MI",9/15/2018
LOGIN CONSULTING SERVICES INC,DATA SCIENTIST/DATA ANALYTICS CONSULTANT,"114,400","PLANO, TX",8/27/2018
LOGIN CONSULTING SERVICES INC,DATA SCIENTIST/DATA ANALYTICS CONSULTANT,"114,400","PLANO, TX",9/24/2018
QUANTIUM INC,SENIOR DATA SCIENTIST,"114,400","SAN FRANCISCO, CA",9/10/2018
TECH GENOMICS LLC,SR. DATA SCIENCE DEVELOPER,"114,400","HOUSTON, TX",6/30/2017
LINKEDIN CORPORATION,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",11/2/2015
BOOMERANG COMMERCE INC,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",9/1/2016
LINKEDIN CORPORATION,DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",9/3/2016
VECTRA NETWORKS INC,DATA SCIENTIST,"114,358","SAN JOSE, CA",8/1/2016
SOASTA INC,SENIOR DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",9/2/2016
LINKEDIN CORPORATION,SENIOR DATA SCIENTIST,"114,358","MOUNTAIN VIEW, CA",8/30/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,248","BELLEVUE, WA",11/2/2015
EPITEC INC,DATA SCIENTIST ANALYST,"114,240","DEARBORN, MI",9/19/2018
MICROSOFT CORPORATION,DATA SCIENTIST,"114,200","REDMOND, WA",11/16/2015
QLARANT INTEGRITY SOLUTIONS,DATA SCIENTIST,"114,163","BALTIMORE, MD",1/3/2019
EBAY INC,SR. DATA SCIENTIST,"114,147","SAN JOSE, CA",10/1/2014
EKTELLO LLC,DATA SCIENTIST,"114,000","DETROIT, MI",9/15/2017
SOLOMON CONSULTING GROUP LLC,DATA SCIENTIST,"114,000","LENEXA, KS",12/15/2015
PHYSICIANS MUTUAL INSURANCE COMPANY,DATA SCIENTIST,"114,000","OMAHA, NE",11/1/2017
BITSIGHT TECHNOLOGIES INC,DATA SCIENTIST,"114,000","CAMBRIDGE, MA",7/21/2018
GRINDR LLC,DATA SCIENTIST,"114,000","WEST HOLLYWOOD, CA",3/12/2018
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",8/24/2018
AXIOM EXERGY INC,DATA SCIENTIST,"114,000","RICHMOND, CA",8/15/2018
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","CAMBRIDGE, MA",5/1/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",5/15/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",5/18/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",7/30/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","BELLEVUE, WA",7/11/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",7/8/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",7/8/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",8/8/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",8/1/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",8/16/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","CAMBRIDGE, MA",8/23/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","BELLEVUE, WA",7/8/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","CAMBRIDGE, MA",10/1/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",9/6/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"114,000","REDMOND, WA",11/21/2016
ACCENTURE LLP,DATA SCIENCE CONSULTANT,"113,998","BOSTON, MA",1/22/2018
ACCENTURE LLP,DATA SCIENCE CONSULTANT,"113,998","SPRING, TX",1/22/2018
ACCENTURE LLP,DATA SCIENCE CONSULTANT,"113,998","ARLINGTON, MA",1/22/2018
ORACLE AMERICA INC,DATA SCIENTIST,"113,984","BROOMFIELD, CO",12/20/2017
ORACLE AMERICA INC,DATA SCIENTIST,"113,922","WESTMINISTER, CO",5/2/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"113,860","REDMOND, WA",7/24/2016
OFI GLOBAL ASSET MANAGEMENT INC,SR DATA SCIENTIST,"113,850","NEW YORK, NY",5/23/2018
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA,DATA SCIENTIST III,"113,838","HOLMDEL, NJ",6/11/2018
DIGITALOCEAN LLC,SENIOR DATA SCIENTIST,"113,838","NEW YORK, NY",6/12/2018
XL GLOBAL SERVICES INC,MACHINE LEARNING ENGINEER,"113,838","NEW YORK, NY",8/20/2018
XL GLOBAL SERVICES INC,MACHINE LEARNING ENGINEER,"113,838","NEW YORK, NY",8/20/2018
E I DU PONT DE NEMOURS AND COMPANY,DATA SCIENTIST,"113,740","JOHNSTON, IA",9/1/2018
E I DU PONT DE NEMOURS AND COMPANY,DATA SCIENTIST,"113,740","JOHNSTON, IA",9/1/2018
RECREATIONAL EQUIPMENT INC,DATA SCIENCE PRODUCT MANAGER,"113,506","BELLEVUE, WA",10/28/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"113,500","BELLEVUE, WA",12/18/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"113,500","REDMOND, WA",12/18/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"113,500","REDMOND, WA",10/16/2017
REDFIN CORPORATION,SENIOR DATA SCIENTIST,"113,500","SEATTLE, WA",9/5/2017
INSURANCE SERVICES OFFICE INC,SR. DATA SCIENTIST,"113,500","JERSEY CITY, NJ",8/2/2018
MEDIDATA SOLUTIONS INC,DATA SCIENCE ENGINEER,"113,400","NEW YORK, NY",9/1/2017
EQUIFAX INC,DATA SCIENTIST,"113,400","ALPHARETTA, GA",8/13/2018
PERSONALIZED BEAUTY DISCOVERY INC,MACHINE LEARNING ENGINEER,"113,381","SAN MATEO, CA",2/8/2017
SAMSUNG SDS GLOBAL SCL AMERICA INC,DATA SCIENTIST,"113,350","SAN JOSE, CA",9/7/2017
IBM CORPORATION,DATA SCIENTIST - MANAGING CONSULTANT,"113,322","NEW YORK, NY",7/10/2018
SUNING COMMERCE R&D CENTER,DATA SCIENTIST,"113,300","PALO ALTO, CA",8/4/2017
SUNING COMMERCE R&D CENTER,DATA SCIENTIST,"113,300","PALO ALTO, CA",8/26/2016
IBM CORPORATION,MACHINE LEARNING DEVELOPER,"113,280","DURHAM, NC",6/8/2018
TASKRABBIT INC,DATA SCIENTIST,"113,277","SAN FRANCISCO, CA",9/6/2017
IBM CORPORATION,DATA SCIENTIST,"113,256","CAMBRIDGE, MA",8/8/2018
HOTWIRE INC,DATA SCIENTIST,"113,256","SEATTLE, WA",10/20/2017
CA INC,DATA SCIENTIST,"113,120","SAN DIEGO, CA",9/2/2017
SAP AMERICA INC,DATA SCIENTIST,"113,000","PALO ALTO, CA",8/20/2018
SAP LABS LLC,DATA SCIENTIST,"113,000","PALO ALTO, CA",8/20/2018
THE BOEING COMPANY,DATA SCIENTIST,"113,000","SEATTLE, WA",9/11/2018
TECHMILEAGE LLC,DATA SCIENTIST,"113,000","SCOTTSDALE, AZ",2/3/2017
AMAZON WEB SERVICES INC,DATA SCIENTIST - SECURITY ARCHITECT,"113,000","NEW YORK, NY",7/19/2018
APPLE INC,DATA SCIENTIST 4,"113,000","AUSTIN, TX",8/7/2017
ZILLOW INC,SENIOR DATA SCIENTIST,"113,000","SEATTLE, WA",7/11/2016
AETNA RESOURCES LLC,SR. DATA SCIENTIST,"112,904","HARTFORD, CT",2/27/2018
MONSANTO COMPANY,DATA SCIENTIST,"112,750","CHESTERFIELD, MO",8/20/2018
VISA TECHNOLOGY & OPERATIONS LLC,SR. DATA SCIENTIST,"112,728","AUSTIN, TX",8/27/2018
INTEL CORPORATION,DATA SCIENTIST,"112,694","SAN DIEGO, CA",9/7/2018
STUBHUB INC,DATA SCIENTIST,"112,642","SAN FRANCISCO, CA",7/9/2018
INDEED INC,DATA SCIENTIST,"112,549","SEATTLE, WA",2/19/2018
DESIGN LABORATORY INC,DATA SCIENTIST/ANALYST,"112,549","BELLEVUE, WA",4/30/2018
ZILLOW INC,MACHINE LEARNING ENGINEER,"112,549","SEATTLE, WA",8/30/2018
ZILLOW INC,MACHINE LEARNING ENGINEER,"112,549","SEATTLE, WA",8/30/2018
ZILLOW INC,MACHINE LEARNING ENGINEER,"112,549","SEATTLE, WA",8/30/2018
ZILLOW INC,MACHINE LEARNING ENGINEER,"112,549","SEATTLE, WA",8/30/2018
TIGER ANALYTICS LLC,DATA SCIENTIST,"112,500","SANTA CLARA, CA",2/2/2019
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","SEATTLE, WA",8/14/2017
SAP LABS LLC,DATA SCIENTIST,"112,500","PALO ALTO, CA",9/14/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","BELLEVUE, WA",6/2/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","REDMOND, WA",6/8/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","BELLEVUE, WA",8/9/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","BELLEVUE, WA",9/10/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","REDMOND, WA",9/17/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"112,500","REDMOND, WA",3/30/2015
MICROSOFT CORPORATION,APPLIED DATA SCIENTIST,"112,500","REDMOND, WA",5/30/2016
THE ULTIMATE SOFTWARE GROUP INC,DATA SCIENCE ENGINEER,"112,445","SAN FRANCISCO, CA",9/13/2017
IBM CORPORATION,DATA SCIENTIST,"112,445","SAN FRANCISCO, CA",7/5/2017
IBM CORPORATION,DATA SCIENTIST,"112,445","FOSTER CITY, CA",9/8/2017
TREMUS INC,SENIOR DATA SCIENTIST,"112,445","MENLO PARK, CA",9/5/2017
NORC,SENIOR DATA SCIENTIST,"112,416","BOSTON, MA",5/21/2018
HERE NORTH AMERICA LLC,SENIOR DATA SCIENTIST,"112,382","CHICAGO, IL",8/26/2018
CALIFORNIA INSTITUTE OF TECHNOLOGY/JET PROPULSION LABORATORY,DATA SCIENTIST II,"112,216","PASADENA, CA",8/1/2017
COUPANG GLOBAL LLC,DATA SCIENTIST,"112,200","PALO ALTO, CA",12/27/2016
UNIFUND CCR LLC,DATA SCIENTIST (SENIOR STATISTICAL MODELER),"112,200","CINCINNATI, OH",9/1/2017
SPRINT CORPORATION,DATA SCIENTIST III,"112,200","OVERLAND PARK, KS",9/7/2018
COMCAST CABLE COMMUNICATIONS LLC,PRINCIPAL DATA SCIENTIST,"112,174","PHILADELPHIA, PA",1/22/2018
VIDANGEL INC,DATA SCIENTIST,"112,120","PALO ALTO, CA",4/14/2014
GENENTECH INC,DATA SCIENTIST (BIOSTATISTICS),"112,100","SOUTH SAN FRANCISCO, CA",3/10/2018
ONE CONCERN INC,DATA SCIENTIST [ENVIRONMENTAL ENGINEER],"112,091","PALO ALTO, CA",9/4/2017
HONEYWELL INTERNATIONAL INC,DATA SCIENTIST,"112,000","ATLANTA, GA",9/14/2018
ZILLOW INC,DATA SCIENTIST,"112,000","SEATTLE, WA",9/6/2018
MONSANTO COMPANY,DATA SCIENTIST,"112,000","CHESTERFIELD, MO",8/20/2018
MONSANTO COMPANY,DATA SCIENTIST,"112,000","CHESTERFIELD, MO",8/20/2018
ZILLOW INC,DATA SCIENTIST,"112,000","SEATTLE, WA",9/14/2018
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,DATA SCIENTIST,"112,000","BLOOMINGTON, IL",11/1/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"112,000","REDMOND, WA",7/3/2017
HONEYWELL INTERNATIONAL INC,DATA SCIENTIST,"112,000","ATLANTA, GA",9/4/2017
CA INC,DATA SCIENTIST,"112,000","SAN DIEGO, CA",9/2/2016
TENET EMPLOYMENT INC,DATA SCIENTIST,"112,000","NASHVILLE, TN",11/2/2015
THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"112,000","NEW YORK, NY",3/28/2016
FACEBOOK INC,DATA SCIENTIST,"112,000","SEATTLE, WA",1/26/2015
SYMPHONY TELECA SERVICES INC,DATA SCIENTIST,"112,000","PLANO, TX",4/10/2015
GLASSDOOR INC,DATA SCIENTIST,"112,000","MILL VALLEY, CA",7/6/2015
VIAFORENSICS LLC,DATA SCIENTIST,"112,000","OAK PARK, IL",6/23/2014
AUDIBLE INC,DATA SCIENTIST II,"112,000","NEWARK, NJ",9/19/2018
TESLA INC,"DATA SCIENTIST, GIGAFACTORY","112,000","SPARKS, NV",4/23/2018
CONCEPT SOFTWARE & SERVICES INC,DATA SCIENTIST/ DATA ANALYST,"112,000","ALPHARETTA, GA",6/5/2018
GODADDYCOM LLC,SENIOR DATA SCIENTIST,"112,000","KIRKLAND, WA",8/12/2018
NIKE INC,SENIOR DATA SCIENTIST,"112,000","BEAVERTON, OR",9/21/2015
WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,"112,000","BEAUMONT, TX",10/2/2017
WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,"112,000","BEAUMONT, TX",5/12/2017
PAYPAL INC,DATA SCIENTIST 1,"111,878","SAN JOSE, CA",5/13/2017
EBAY INC,DATA SCIENTIST I,"111,878","SAN JOSE, PA",5/13/2017
EBAY INC,DATA SCIENTIST I,"111,878","SAN JOSE, CA",5/13/2017
ORACLE AMERICA INC,DATA SCIENTIST,"111,800","MONROE, CT",3/20/2017
APPLE INC,DATA SCIENTIST 3,"111,717","CUPERTINO, CA",8/27/2016
MICRON TECHNOLOGY INC,SENIOR DATA SCIENTIST,"111,648","BOISE, ID",8/7/2017
YELLOWPAGESCOM LLC,DATA SCIENTIST,"111,613","GLENDALE, CA",8/17/2016
DATABRICKS INC,DATA SCIENTIST,"111,571","SAN FRANCISCO, CA",8/20/2016
INCEDO INC,DATA SCIENTIST,"111,509","SOUTH SAN FRANCISCO, CA",6/10/2018
SCHLUMBERGER TECHNOLOGY CORPORATION,DATA SCIENTIST,"111,509","MENLO PARK, CA",9/13/2018
PINTEREST INC,DATA SCIENTIST,"111,500","SAN FRANCISCO, CA",8/15/2016
MICROSOFT CORPORATION,DATA SCIENTIST,"111,500","REDMOND, WA",6/30/2016
PINTEREST INC,DATA SCIENTIST,"111,500","SAN FRANCISCO, CA",3/24/2015
MICROSOFT CORPORATION,DATA SCIENTIST,"111,500","REDMOND, WA",7/6/2015
IBM CORPORATION,DATA SCIENTIST,"111,500","SOMMERS, NY",7/17/2017
IBM CORPORATION,DATA SCIENTIST,"111,500","SOMERS, NY",9/22/2016
PINTEREST INC,"DATA SCIENTIST, DISCOVERY","111,500","SAN FRANCISCO, CA",8/1/2016
ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA SCIENTIST,"111,395","CHICAGO, IL",7/16/2017
ADS ALLIANCE DATA SYSTEMS INC,SENIOR DATA SCIENTIST,"111,395","CHICAGO, IL",7/16/2017
MACY'S SYSTEMS AND TECHNOLOGY,SENIOR DATA SCIENTIST/DEVELOPER,"111,384","JOHNS CREEK, GA",4/26/2016
ELEVATE CREDIT SERVICE LLC,DATA SCIENTIST II,"111,300","SAN DIEGO, CA",7/30/2018
FACEBOOK INC,DATA SCIENTIST,"111,261","MENLO PARK, CA",2/13/2017
STARBUCKS COFFEE COMPANY,LEAD DATA SCIENTIST,"111,200","SEATTLE, WA",4/13/2017
TRIPADVISOR LLC,SENIOR DATA SCIENTIST,"111,155","NEEDHAM, MA",8/15/2017
SYMPHONY TELECA SERVICES INC,SENIOR DATA SCIENTIST,"111,134","PLANO, TX",8/15/2015
ZS ASSOCIATES INC,DATA SCIENCE CONSULTANT,"111,051","PRINCETON, NJ",8/8/2018
ZS ASSOCIATES INC,DATA SCIENCE CONSULTANT,"111,051","SOUTH SAN FRANCISCO, CA",8/8/2018
PRICELINECOM LLC,DATA SCIENTIST,"111,051","NEW YORK, NY",8/9/2018
HITCHWOOD CAPITAL MANAGEMENT LP,DATA SCIENTIST,"111,051","NEW YORK, NY",12/1/2017
GENENTECH INC,DATA SCIENCE ANALYST,"111,030","SOUTH SAN FRANCISCO, CA",4/19/2018
COUPA SOFTWARE INCORPORATED,DATA SCIENTIST,"111,030","SAN MATEO, CA",9/8/2018
NETLIFY INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",5/2/2018
INFORMATICA LLC,DATA SCIENTIST,"111,030","REDWOOD CITY, CA",9/7/2018
STITCH FIX INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",8/4/2018
AKAMAI TECHNOLOGIES INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",9/4/2018
UBER TECHNOLOGIES INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",6/1/2018
PINTEREST INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",7/30/2018
SQUARE INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",2/20/2018
PINTEREST INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",7/30/2018
UBER TECHNOLOGIES INC,DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",9/20/2017
LENDINGCLUB CORPORATION,SENIOR DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",8/24/2018
LENDINGCLUB CORPORATION,LEAD DATA SCIENTIST,"111,030","SAN FRANCISCO, CA",7/20/2018
APPLE INC,MACHINE LEARNING ENGINEER,"111,030","CUPERTINO, CA",6/13/2018
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
ENQUIZIT INC,DATA SCIENTIST,"111,000","MCLEAN, VA",7/25/2018
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
LEAPMIND INC,DATA SCIENTIST,"111,000","SUNNYVALE, CA",3/1/2018
TRIPADVISOR LLC,DATA SCIENTIST,"111,000","NEEDHAM, MA",10/1/2017
COVETIT INC,DATA SCIENTIST,"111,000","MILPITAS, CA",9/1/2018
MICROSOFT CORPORATION,DATA SCIENTIST,"111,000","REDMOND, WA",3/23/2019
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
SAP LABS LLC,DATA SCIENTIST,"111,000","PALO ALTO, CA",8/30/2018
